index	name	party	state	Foreign	Education	Individual property	Financial	Military	Law	Health service	Health expenses	Funds	Public transportation
1276	Scott, Austin	R	GA	5.161425	-0.705403	4.724639	2.902248	-1.157559	1.969649	1.982882	4.326987	4.05048	-1.920759
1277	Scott, David	D	GA	-2.760043	-1.355475	-2.818315	-0.866029	1.696386	-1.09081	-0.956779	-4.049070	-1.712165	0.617452
1278	Sewell	D	AL	-3.105344	0.022862	-2.236458	-1.208279	1.683806	-3.646469	-2.222195	-3.613025	-1.335263	0.123547
1279	Southerland	R	FL	5.012850	-2.141534	4.756489	0.511289	1.953069	3.294238	1.699827	4.020328	3.573094	0.361547
1280	Stivers	R	OH	3.709945	3.574510	2.496064	3.163201	1.515758	2.219382	0.434662	2.644071	0.172923	-1.251467
1281	Tipton	R	CO	3.302911	-1.371135	4.158395	1.431242	0.35591	1.621903	0.832664	3.171468	1.438886	2.594129
1282	Walsh	R	IL	5.667150	-5.493102	3.648589	0.960848	-5.612145	3.648219	0.017589	3.683587	5.420266	-2.247151
1283	Webster	R	FL	3.536272	0.479130	4.689726	1.002394	0.143022	2.090958	2.954568	2.950561	1.141897	0.628085
1284	West	R	FL	3.340103	-1.090555	3.16162	0.813042	0.036131	2.494568	3.264113	3.315409	1.588972	-1.333386
1285	Wilson	D	FL	-5.566695	-0.500489	-4.738326	-5.661272	-1.015359	-3.491973	-0.52891	-5.413051	-1.785283	0.024629
1286	Womack	R	AR	3.286701	2.580002	3.891089	3.084072	2.22646	0.520865	0.154571	2.807033	1.843753	0.442520
1287	Woodall	R	GA	2.532418	-3.573589	3.891669	3.93726	-2.070042	0.157923	3.9477	5.817166	3.479859	0.117166
1288	Yoder	R	KS	5.010210	0.440099	3.086058	1.557767	2.512338	2.650387	0.808113	4.305677	4.328595	-0.873699
1289	Young	R	IN	3.950357	2.074276	5.591084	3.083313	0.282912	2.196167	0.55159	3.634074	0.998235	-0.559308
1290	Hochul	D	NY	-3.409209	3.693293	-1.372319	-2.290102	-0.825424	-1.846267	-2.864361	-1.972396	-1.004488	0.621745
1291	Hahn	D	CA	-4.374967	-2.236876	-3.890582	-3.653981	-1.671684	-1.973036	-0.314258	-3.888874	-3.149497	2.145822
1292	Amodei	R	NV	2.733641	0.416458	3.474014	1.481183	0.19125	-0.146823	-0.275298	4.029397	0.755743	1.326363
1293	Turner	R	NY	3.637633	0.368622	2.640469	2.835984	1.487378	1.594568	0.231739	2.316783	0.515047	0.715391
1294	Bonamici	D	OR	-5.750721	-1.036669	-4.192531	-2.624601	-1.250942	-3.987561	-0.957463	-4.440824	-1.484266	0.433871
1295	Barber	D	AZ	-2.184701	0.805734	-2.98437	-0.584712	1.814132	-0.71038	-0.374955	-2.711265	-2.154433	0.155361
1296	Curson	D	MI	-1.995374	-0.702032	-3.716481	0.769399	-1.77585	-0.063099	0.016911	0.847900	0.595283	0.799986
1297	DelBene	D	WA	-2.775079	0.430135	-2.207596	-0.798279	0.438184	-0.157327	-0.027501	-0.202040	-1.109273	-1.665761
1298	Massie	R	KY	0.862267	-6.560809	2.751584	0.478879	-2.018823	1.647877	-1.447705	1.837888	-0.589384	-0.382568
1299	Strom Thurmond	R	SC	-2.627809	3.259199	-5.278854	-2.343794	-0.816871	4.13235	2.004616	-5.237236	-2.666211	0.914349
1300	Edward Kaufman	D	DE	-4.058858	5.540343	-6.469429	-0.689028	0.699599	3.436315	1.269522	-6.482173	-3.50177	3.390567
1301	Gordon Humphrey	R	NH	4.996688	-3.142240	3.655901	1.411916	-1.987133	-2.370167	-2.479704	2.570582	1.152056	-1.102065
1302	Wendell Ford	D	KY	-0.522595	3.046001	-2.440949	1.544498	-0.941183	2.592824	0.504825	-3.089547	-1.778967	-1.578409
1303	Bernard Sanders	I	VT	-3.287437	2.959285	-2.530146	1.778571	0.818749	-0.913642	0.187953	-3.983087	-2.793598	-2.907846
1304	Maria Cantwell	D	WA	-1.833970	3.042689	-3.180331	-0.263214	-0.095506	1.386061	-0.876119	-3.882863	-3.410437	0.061711
1305	John Cornyn	R	TX	-2.258984	3.753538	-3.124102	0.973752	1.876388	1.370002	0.771771	-4.697044	-5.028253	-3.389545
1306	Harry Reid	D	NV	2.386164	3.792097	2.324079	5.705709	1.632798	-6.493736	-2.665954	0.756915	4.686488	1.314231
1307	Howard Metzenbaum	D	OH	-1.437292	2.057230	-2.679685	1.680608	1.895469	-0.560311	3.278328	-1.697031	-1.147339	-2.350865
1308	Daniel Moynihan	D	NY	-0.392652	-0.903082	-1.990747	1.154681	0.43495	-0.551814	-1.203921	-1.025087	-2.05448	2.567646
1309	Steve Symms	R	ID	-0.778790	1.851851	-3.424306	-0.32006	-2.541156	1.805692	0.929555	-3.976716	-5.700657	-1.389280
1310	Jeanne Shaheen	D	NH	-1.004964	7.227466	-2.359756	1.988598	1.547704	0.87335	-0.984492	-1.111044	-0.634858	1.139636
1311	Malcolm Wallop	R	WY	-1.517055	3.525756	-3.281838	1.018866	-1.579025	2.077137	0.902834	-3.147938	-3.084281	-0.840530
1312	David Boren	D	OK	-3.048044	3.839274	-3.365691	-0.078019	-1.390567	3.202847	2.170262	-4.817345	-5.046082	-1.488592
1313	Zell Miller	D	GA	-1.408338	1.705746	-4.356797	0.066679	0.36847	0.425208	2.142196	-3.299199	-1.492853	1.555744
1314	Spencer Abraham	R	MI	3.339638	0.368706	2.222168	5.492102	1.772295	-3.350741	-4.561015	1.626032	5.231567	0.393024
1315	Bob Graham	R	SC	-1.530900	0.645335	-3.130607	0.212579	-2.408879	4.219542	-1.817523	-1.889954	-2.505101	0.911583
1316	John McCain	R	AZ	0.703491	2.761820	0.224808	2.674167	0.652317	-3.671665	1.336307	-1.671789	-0.748076	-4.362579
1317	Evan Bayh	D	IN	2.143628	0.199410	3.312184	4.008212	-1.632018	-4.464102	-2.758636	2.567391	4.40656	-0.701405
1318	Edward Kennedy	D	MA	2.015589	6.938670	2.589313	5.362774	4.01643	-6.761238	-5.471918	1.301822	4.666579	-0.458569
1319	Bob Graham	D	FL	0.021195	4.001951	-0.796233	4.411336	-0.392723	-2.723396	-0.95187	-1.395961	0.500542	-0.985670
1320	Rudy Boschwitz	R	MN	-0.968577	2.385830	-2.441786	0.611375	-1.257976	2.930999	-2.187536	-2.989708	-4.094066	-2.263019
1321	James Webb	D	VA	-1.348769	2.974700	-4.384417	-0.528261	-1.72299	2.705975	3.763651	-4.284801	-2.942804	0.056267
1322	Roger Wicker	R	MS	0.826034	2.817352	1.104528	2.97215	0.151074	-2.333281	-2.333876	0.439095	2.920507	2.340228
1323	Brian Schatz	D	HI	0.977555	3.327732	0.59639	4.036246	-0.726145	-7.518145	-0.161948	-0.415370	3.017893	0.037361
1324	Spark Matsunaga	D	HI	-2.162137	4.231812	-3.120536	0.714723	1.874363	2.870654	-0.558418	-3.790823	-2.975181	-2.023240
1325	Dale Bumpers	D	AR	-0.895632	2.273039	-3.700271	0.39998	-0.061644	2.67364	-2.126138	-2.522759	-2.214084	-1.114451
1326	Kent Conrad	D	ND	-0.752020	-1.380714	-1.095521	1.837466	-1.053986	2.102545	0.492883	-2.908168	-2.519367	-2.395145
1327	Wyche Fowler	D	GA	-3.032160	3.761851	-5.238211	1.011237	1.87796	2.847053	1.536364	-5.601843	-4.141408	-0.177317
1328	Dean Barkley	I	MN	1.803507	0.795515	3.029905	5.323681	0.964119	-7.104767	-2.214822	1.936216	2.47535	-0.390644
1329	Robert Bennett	R	UT	1.759213	3.652118	1.948278	4.920319	2.842915	-6.721049	-3.412284	1.544952	3.928989	-0.195586
1330	Tom Coburn	R	OK	-0.193389	2.248696	-0.22337	1.6583	-1.955635	-5.844769	-0.595687	-0.469745	-0.519742	-0.549610
1331	Slade Gorton	R	WA	-1.059930	2.981153	-2.269463	2.069845	1.077481	4.377236	-1.425816	-3.072963	-0.695614	-0.904143
1332	Rand Paul	R	KY	-1.708242	2.390616	-4.362478	1.502351	0.957361	0.742134	-1.263258	-1.773044	-0.855759	1.141590
1333	Bob Smith	R	OR	-1.916779	2.292369	-1.988507	2.442601	0.991402	1.987177	1.647572	-4.029145	-1.729763	0.165516
1334	Christopher Dodd	D	CT	2.671807	-0.510267	3.257435	5.273494	0.895446	-5.719267	-3.387561	2.851968	2.145419	-1.003907
1335	Pete Domenici	R	NM	-2.900134	3.772854	-3.747715	0.761482	0.574024	0.871385	1.354339	-5.596222	-6.006869	-1.974292
1336	Mark Udall	D	CO	-1.852281	1.892143	-2.712185	0.697976	0.638715	-0.443684	2.99022	-4.572042	-1.899717	1.367725
1337	Nancy Kassebaum	R	KS	1.811808	3.320162	1.696442	4.584727	0.77861	-5.051932	-0.685258	1.214737	2.895456	-1.267310
1338	Tom Harkin	D	IA	-1.646726	2.467188	-2.849725	0.832561	0.151094	3.480069	1.204923	-3.208010	-3.468293	0.927136
1339	John Ensign	R	NV	4.015983	-1.365468	4.849458	6.299721	-1.26933	-6.285242	-2.117648	4.408880	5.68154	-1.114125
1340	Johnny Isakson	R	GA	2.761762	1.265255	3.119582	4.234493	0.312033	-4.080002	-1.880397	1.987630	3.628761	-1.517725
1341	George Mitchell	D	ME	-1.842566	0.801034	-7.345945	-1.223488	-0.888933	5.469216	3.310451	-5.833380	-3.176437	-0.115318
1342	Bill Nelson	D	FL	2.249828	1.439567	2.758141	3.678024	2.178207	-7.094153	-2.756131	2.754177	5.784532	-0.381437
1343	Rick Santorum	R	PA	0.556703	2.876914	0.206211	0.543217	-3.332207	-2.583087	-2.320289	-0.941188	-0.564616	-5.637362
1344	Alan Simpson	R	WY	-0.355735	3.035536	-1.134692	0.598459	-0.814745	1.89425	-2.149315	-0.420133	1.220672	1.052868
1345	Mary Landrieu	D	LA	0.109774	0.026182	-1.930894	2.972072	-0.089705	-3.757898	-1.870467	0.097730	2.221322	-0.309249
1346	Pat Toomey	R	PA	6.018487	-2.972694	5.58077	5.939835	-3.295462	-1.485395	-6.653203	6.848303	3.515487	2.183824
1347	Jake Garn	R	UT	-0.452959	2.949539	-3.17203	0.459009	-1.445588	3.645947	-2.506532	-2.459179	-1.218187	4.255600
1348	Sheila Frahm	R	KS	1.203995	-2.415018	2.664222	0.441802	0.269171	-0.975827	-3.3065	1.816825	1.242549	0.004775
1349	Jesse Helms	R	NC	-3.139161	6.357173	-5.128729	0.676624	1.701254	0.736607	1.40543	-5.655442	-2.942868	2.419582
1350	Richard Shelby	R	AL	0.109761	2.356516	-0.268761	2.127159	2.044552	-3.168295	0.182684	-2.047170	0.171726	-1.190399
1351	Larry Pressler	R	SD	-1.212305	4.506982	-2.980175	1.62183	1.303592	0.974482	-1.592326	-0.853057	0.312143	-0.704638
1352	Wayne Allard	R	CO	0.589883	4.195758	0.495561	5.954079	1.118715	-6.416424	0.179862	-0.978890	1.690824	-0.250581
1353	John Heinz	R	PA	0.823821	2.134724	2.051879	4.454397	-0.286615	-1.01006	-2.500998	1.435370	2.027809	-0.500248
1354	Sam Nunn	D	GA	-4.126348	4.192809	-6.097516	-1.411262	-0.316983	1.944142	3.528397	-6.153289	-6.449598	1.619146
1355	Connie Mack	R	FL	-1.755930	3.661007	-2.949634	1.130229	-1.604776	2.309837	2.43079	-3.449782	-4.016929	-1.718810
1356	Michael Crapo	R	ID	-1.638058	4.094732	-4.0816	-0.532729	-0.742369	3.034107	3.321143	-4.299372	-4.841589	-3.134194
1357	Dianne Feinstein	D	CA	-0.894733	1.952144	-2.131092	0.770317	-2.309942	2.044248	1.711691	-2.878171	-4.344978	-1.646386
1358	Frank Murkowski	R	AK	-3.638699	2.403208	-4.888773	0.119043	0.949709	4.182855	3.873877	-5.793722	-5.787716	-0.791672
1359	Paul Sarbanes	D	MD	-2.999334	4.151470	-5.084513	-1.431354	-0.702584	4.010714	-0.423357	-5.028712	-5.931332	2.402993
1360	Joseph Lieberman	I	CT	-1.265779	3.491550	-5.012287	-0.574044	0.67915	2.883704	1.852002	-6.971064	-4.183515	-1.255389
1361	James Jeffords	R	VT	-2.058411	5.822586	-2.969567	2.366247	3.862296	2.461111	2.162804	-4.457300	-3.844486	0.302564
1362	Amy Klobuchar	D	MN	2.807498	0.726167	3.996157	5.62559	2.298746	-5.351293	-3.028711	2.181514	5.914728	-0.711783
1363	Jon Corzine	D	NJ	1.757216	4.475185	2.601279	4.854211	1.152399	-7.408019	-1.63966	1.052401	3.831821	-3.621048
1364	John Ashcroft	R	MO	3.089715	3.057864	3.971343	6.415926	-0.180139	-3.504868	-1.479736	2.145760	5.060257	0.242961
1365	Jim Bunning	R	KY	1.064846	-0.443382	2.694425	2.428302	-4.552169	-2.010685	-2.312439	1.983247	2.796622	-5.474454
1366	Byron Dorgan	D	ND	3.108976	-0.190909	1.490191	3.958283	0.585595	-3.095862	-2.505603	3.872683	1.263863	-0.782495
1367	Carte Goodwin	D	WV	3.506810	3.329150	3.017702	5.329426	2.075658	-6.657952	-4.210564	2.252652	6.895521	-2.369829
1368	Roland Burris	D	IL	-1.389614	1.163036	-4.193669	-0.888485	-0.633638	3.239946	3.601449	-3.478882	-3.958773	-0.197124
1369	Jim Talent	R	MO	-2.741825	3.180063	-5.096392	1.023206	1.21667	2.539589	1.838451	-4.994144	-2.703281	0.646504
1370	Charles Robb	D	VA	-2.066575	4.516852	-4.937284	-0.308956	2.063883	-0.093374	1.232822	-6.079373	-2.541615	1.875597
1371	Richard Bryan	D	NV	-0.836949	3.982015	-4.606352	-0.185109	-0.546801	3.383634	0.364913	-4.544841	-4.021677	0.429095
1372	John Sununu	R	NH	1.250414	3.088893	2.187886	4.665239	0.8821	-5.39302	-4.323265	0.629046	3.102706	-3.756486
1373	Lloyd Bentsen	D	TX	3.160682	0.428440	4.649964	7.855947	-1.36416	-4.722599	-0.710541	4.851473	5.600893	0.674475
1374	John Boozman	R	AR	-0.666749	2.802265	-1.591042	2.974385	1.29017	0.793391	1.234279	-2.789611	-1.18776	-0.933645
1375	John Breaux	D	LA	0.901869	5.825688	0.852035	1.880848	-1.092817	-3.134006	0.661584	-0.755536	3.338989	-1.265010
1376	Brock Adams	D	WA	-0.374442	2.936153	-5.347914	-0.208994	1.07429	1.972886	3.689077	-6.220101	-3.478297	-0.252305
1377	Kay Hutchison	R	TX	1.951272	0.897504	2.914471	4.342197	-1.279183	-2.862711	-3.767839	2.311539	1.643692	-1.327143
1378	Saxby Chambliss	R	GA	-1.166473	4.350016	-2.050208	1.400812	1.684374	2.898887	-0.677786	-2.784553	-2.057135	-4.196399
1379	Larry Craig	R	ID	-1.638446	3.977655	-3.154266	0.439694	-1.318904	2.391289	-1.096059	-2.909810	-1.346418	2.093295
1380	Tim Hutchinson	R	AR	-1.741143	2.777943	-5.482671	-0.231299	-0.249648	2.760707	3.088344	-6.366872	-4.733831	1.509659
1381	Harlan Mathews	D	TN	-0.903392	3.450516	-2.85957	1.320447	1.472359	0.187152	2.115562	-3.657450	-3.77749	-0.140307
1382	Richard Burr	R	NC	-1.848382	5.274289	-5.374378	0.835963	-0.126008	2.895218	0.792806	-3.916950	-3.428686	0.206069
1383	Daniel Akaka	D	HI	1.784207	-0.047991	2.679852	3.572743	-2.186528	-2.063651	-0.238211	0.959421	-0.606782	-4.188735
1384	Fred Thompson	R	TN	1.770330	1.000768	2.540604	3.90507	1.112267	-3.880909	0.726651	-0.329198	3.513172	0.771523
1385	Mel Martinez	R	FL	-2.204140	2.615137	-3.019002	0.828621	0.455496	2.892727	1.522753	-4.073689	-3.236416	1.154148
1386	Bob Corker	R	TN	-3.309544	3.521029	-6.83434	-1.606766	0.334254	2.973975	3.16496	-7.476698	-5.709248	1.475704
1387	Joseph Lieberman	D	CT	-1.364635	2.277270	-5.160521	1.866229	-0.785111	2.102898	4.203533	-3.727765	-2.709564	0.459352
1388	Thomas Carper	D	DE	0.593616	3.149500	-0.601539	1.323199	1.237837	0.841635	-2.881411	-1.054386	-0.107118	-0.890805
1389	Rob Portman	R	OH	-1.586515	0.791260	-6.216543	-1.700406	-1.50996	2.812281	1.616651	-5.870413	-5.873272	0.758583
1390	John Glenn	D	OH	1.198212	7.133969	2.194488	4.314791	-0.202391	-5.926706	-0.61009	0.624790	4.097626	1.346169
1391	Hank Brown	D	OH	0.833853	2.240986	0.43388	2.248679	-0.901488	-2.107506	-2.402584	-0.896080	1.614017	-1.681540
1392	Hank Brown	R	CO	1.894249	4.215270	1.184123	4.937623	3.257893	-5.275915	-4.451722	-0.364680	3.885366	1.361307
1393	Donald Riegle	D	MI	4.887726	-1.254470	6.897721	6.490884	1.01069	-5.576823	-3.791912	5.493733	4.194812	-1.576199
1394	Roy Blunt	R	MO	2.207023	1.965154	2.458296	4.963376	0.555105	-4.81519	-4.045641	1.716298	5.895312	2.291699
1395	Bob Dole	R	KS	6.612392	-3.323417	6.457341	5.08159	-3.657188	-6.862801	-4.794873	2.920953	3.827719	-2.817545
1396	Kay Hagan	D	NC	1.266235	3.387903	1.999632	5.267273	1.931232	-5.463952	-2.390564	0.613487	2.881077	-2.073324
1397	Kelly Ayotte	R	NH	2.483557	1.087058	1.712905	2.006395	-0.251569	-3.139214	-2.969017	0.439240	0.90489	-0.537510
1398	Richard Shelby	D	AL	-1.855749	1.699290	-0.926434	-1.154574	-0.856258	1.961285	1.732058	-4.797242	-2.305664	-1.067492
1399	Pete Wilson	R	CA	-0.228161	0.056997	1.468263	-0.228801	-1.057105	0.805021	-0.151478	-1.057820	-1.117551	0.037864
1400	Ted Stevens	R	AK	2.845639	-1.387773	6.929883	2.738466	-6.66015	-0.428076	-0.721449	2.372158	2.617717	-4.563090
1401	James Jeffords	I	VT	3.306296	0.687200	4.916746	4.56864	-0.192842	-5.616894	-5.525602	3.090653	3.952999	0.949318
1402	Mike DeWine	R	OH	1.757565	1.212645	-0.285378	5.325915	0.547752	-3.343795	-2.245642	0.083449	2.132148	-0.907179
1403	Thad Cochran	R	MS	5.052206	-5.405404	5.589347	4.56237	-3.978191	-1.486062	-2.789935	5.923505	2.575863	2.168801
1404	Ron Wyden	D	OR	-2.389375	1.092588	-4.615908	-3.973488	-6.0003	4.746184	3.011742	-5.783541	-7.816853	0.407886
1405	Joe Manchin	D	WV	-1.770909	0.572870	-2.665057	0.400259	-0.171406	2.221062	1.543947	-3.819870	-2.331309	0.902376
1406	Lamar Alexander	R	TN	1.872718	3.012587	3.247169	6.498037	3.523542	-7.658237	-3.873796	1.484226	3.871306	-2.482940
1407	Dan Coats	R	IN	-2.943661	2.571420	-5.055652	-0.67441	-1.988574	4.269307	2.25907	-5.013950	-5.963668	-0.352818
1408	Michael Enzi	R	WY	-0.247707	1.116277	-2.912714	0.907531	-0.53808	0.768844	-2.399099	-2.213657	0.522621	0.600673
1409	Richard Lugar	R	IN	3.336219	3.130430	3.832309	5.825074	1.121942	-5.232345	-2.312203	2.475812	5.04116	-0.353896
1410	Patty Murray	D	WA	-1.721203	2.347699	-2.969593	-0.307219	-1.251823	3.722279	-2.635777	-4.018200	-2.767427	0.472767
1411	Judd Gregg	R	NH	5.088181	-2.868339	4.739764	4.390212	-2.750573	-3.338904	-2.297539	3.747228	2.929981	0.894467
1412	Robert Kasten	R	WI	-1.482846	-2.564077	-3.06713	-1.74522	-7.473016	6.774097	-0.298364	-2.570087	-5.744407	-1.712293
1413	Mark Begich	D	AK	-2.086241	4.991088	-3.58811	1.541836	1.387794	2.260461	3.60696	-3.574251	-3.245554	-0.497583
1414	Jeff Merkley	D	OR	1.434028	-1.353061	4.774957	5.208527	-1.021018	-4.245512	-1.116774	2.190250	3.180526	-2.712805
1415	Bob Smith	R	NH	1.899469	2.824724	3.33363	2.733963	2.111267	-5.582379	-3.825769	1.714392	3.99752	-1.767296
1416	James Inhofe	R	OK	2.317219	0.848878	4.64607	5.208319	0.700154	-3.975032	-3.626259	2.599652	4.122259	0.601256
1417	Sam Brownback	R	KS	-1.530982	4.140571	-3.224	2.582718	-0.814442	1.348447	0.370004	-3.165347	-0.4233	-0.159871
1418	Charles Schumer	D	NY	-0.618577	0.622302	-5.547205	-0.350533	-1.084118	1.251156	2.434581	-6.025092	-3.857205	0.231434
1419	Mike Johanns	R	NE	-3.361634	3.842843	-4.83177	0.598411	1.848203	1.1367	3.075491	-6.072108	-3.608495	-0.220450
1420	Benjamin Cardin	D	MD	-0.931923	-0.387403	-0.591984	1.253745	-0.395323	2.056192	-1.433032	-0.647473	-0.842057	1.543463
1421	Marco Rubio	R	FL	3.794959	-1.498735	4.91127	2.249526	-1.588902	-3.582287	-5.424727	5.139594	6.070178	1.486206
1422	Jeff Sessions	R	AL	1.645953	1.055951	2.125903	5.332184	1.441686	-1.842789	-1.908402	0.050512	2.052658	-0.468646
1423	Norm Coleman	R	MN	3.577433	-1.037367	4.313436	4.990183	-0.989052	-2.880755	-2.109301	1.563130	2.676869	-1.208247
1424	Barbara Mikulski	D	MD	1.186277	1.381764	1.429324	3.780933	-0.227741	-2.360074	-1.246656	1.670367	2.148447	1.932591
1425	Herb Kohl	D	WI	1.528918	0.975067	0.962826	6.018045	1.61825	-2.087534	-2.114989	0.560499	4.205403	0.433809
1426	Chuck Hagel	R	NE	1.869967	2.327069	3.239174	4.128077	1.85006	-4.010628	-3.220636	0.161795	4.079274	-1.357983
1427	Dave Durenberger	R	MN	2.841233	0.802870	3.616218	4.432816	-1.336834	-2.745509	-1.022435	2.739319	2.482046	-0.430055
1428	Christopher Coons	D	DE	2.537760	-0.460712	5.852986	4.616424	-3.144745	-3.791279	-2.176411	4.240825	3.623021	-3.671470
1429	Sheldon Whitehouse	D	RI	1.966791	-0.167746	1.735534	5.232831	1.094287	-1.881945	-4.262682	1.791781	3.751202	0.186054
1430	Alan Dixon	D	IL	1.971551	1.339983	1.510437	1.345462	-0.900955	-3.171178	-5.595997	1.417380	4.329077	1.679214
1431	Arlen Specter	D	PA	0.410793	2.502319	0.232794	1.380343	-1.966995	-3.608213	-1.491337	-0.786958	0.545681	-0.406228
1432	Frank Lautenberg	D	NJ	2.353869	0.292148	3.636051	2.646935	-1.444065	-3.208942	-2.911649	4.474368	4.205533	0.513723
1433	Max Baucus	D	MT	2.087080	2.483821	4.297222	5.079515	0.080646	-4.052133	-1.064244	0.897921	4.875361	0.680973
1434	Christopher Bond	R	MO	1.299514	0.919405	4.238579	1.172117	-2.799054	-1.927464	1.314265	2.200727	0.778804	-0.845900
1435	John Warner	R	VA	-1.908904	1.340194	-3.109633	-0.408217	-0.199514	3.373075	3.085692	-3.874392	-3.348498	-0.696549
1436	Paul Kirk	R	IL	3.730585	-1.116406	4.583868	2.799219	-3.052271	-2.921356	-4.353051	2.952664	2.852946	-0.803152
1437	Hank Brown	R	MA	3.123277	-0.309517	2.603323	5.995481	1.58498	-2.54503	-5.822697	2.911909	3.194902	-0.093157
1438	John Rockefeller	D	WV	-0.792322	2.590667	-1.377379	-0.706185	0.346399	1.136803	0.819182	-2.561745	-1.802882	2.058384
1439	Ernest Hollings	D	SC	0.294255	2.921772	0.291703	2.508264	-1.206428	-2.914754	-0.927051	-0.442616	0.968258	-2.130570
1440	William Roth	R	DE	-3.626939	1.949230	-5.790042	1.693003	1.065363	2.01594	3.396788	-6.381668	-6.408334	-0.656498
1441	Trent Lott	R	MS	2.159423	0.604031	4.473117	1.526386	-2.047771	-5.902744	-5.597178	4.236398	4.979404	-1.120358
1442	John Kerry	D	MA	0.528587	2.071382	3.285122	3.852658	-1.607315	-4.40521	-1.42421	2.588418	1.160712	-2.531846
1443	Claire McCaskill	D	MO	2.435660	1.510179	2.881087	1.62712	-0.274129	-0.656346	-1.357525	2.489814	4.549953	0.687789
1444	Dirk Kempthorne	R	ID	-1.709072	4.171775	-2.193298	0.654057	-0.00839	2.05299	-1.344447	-3.148794	-3.340523	0.101343
1445	Mark Dayton	D	MN	-1.232322	7.526096	-2.30374	1.938691	0.749158	1.335486	-1.249296	-1.997269	-0.958477	-0.157581
1446	Jeff Bingaman	D	NM	-3.050863	3.324538	-4.791849	-0.001356	-0.623754	4.029321	1.209408	-5.333717	-3.721602	0.777920
1447	Mark Udall	D	NM	2.480963	2.177391	3.477837	3.09589	3.652048	-4.275076	-5.055331	2.149133	3.866532	0.532481
1448	Barbara Boxer	D	CA	3.727050	-0.548007	3.166947	2.343538	-1.594871	-3.270382	-5.242644	3.820100	4.26901	0.001482
1449	Albert Gore	D	TN	0.673481	3.943777	0.919207	3.849748	2.198902	-3.035729	-1.933024	0.072658	1.486062	-0.861189
1450	John Thune	R	SD	-2.365407	2.202304	-2.325394	1.866245	-1.488508	2.659005	1.313328	-1.684271	-2.457359	-1.209849
1451	Paul Kirk	D	MA	-0.555658	0.527957	-2.025704	0.621464	-1.165482	3.675024	-1.608994	-1.838653	-1.311346	-4.321246
1452	Harris Wofford	D	PA	3.103957	0.372921	2.919225	2.980407	-0.138119	-2.942621	-4.793614	3.893981	6.585132	2.075062
1453	Conrad Burns	R	MT	2.225370	0.511435	2.853884	0.089668	0.367434	-4.670457	-4.876494	2.992437	5.073076	0.110014
1454	Alfonse D'Amato	R	NY	-1.581750	2.183421	-3.010257	-1.664122	-1.822987	2.81429	0.037849	-2.793316	-3.643336	0.679125
1455	Dean Heller	R	NV	4.021918	-0.285004	2.502659	3.894574	0.123075	-2.029901	-3.86523	0.980015	-1.662459	-2.301750
1456	David Vitter	R	LA	-1.050550	4.309486	-2.89221	1.090259	2.108451	1.020969	-0.631523	-2.800775	-0.14405	0.684267
1457	Paul Wellstone	D	MN	-2.876195	3.466203	-4.030057	0.482913	0.770592	2.71534	1.914933	-6.512814	-2.251938	-1.848861
1458	Daniel Inouye	D	HI	0.886382	0.111472	2.73182	2.016969	-1.592868	-2.474476	-4.198219	0.836245	1.287068	-4.271932
1459	Ben Campbell	R	CO	3.565859	1.665724	0.58788	0.098404	0.912689	-1.375202	-1.915334	0.029024	2.118416	0.151837
1460	Orrin Hatch	R	UT	2.868880	2.597033	3.224013	1.730623	1.214797	-3.126791	-1.916444	3.978414	5.194846	-0.057040
1461	Mitch McConnell	R	KY	-3.109849	2.780282	-3.424473	1.050342	1.44	1.823805	3.348047	-4.370698	-2.50357	-3.360075
1462	Peter Fitzgerald	R	IL	-1.393553	1.740776	-1.864638	-2.345505	-0.837101	1.380946	0.749697	-1.413053	-0.957132	-0.553053
1463	John Barrasso	R	WY	-1.267121	3.225811	-2.906569	2.382619	0.295035	1.130602	0.92915	-3.105106	-3.806851	-3.375226
1464	J. Kerrey	D	NE	-3.458877	1.866678	-3.663879	-1.231023	1.004232	1.755371	2.266727	-4.013320	-0.569424	-2.941146
1465	Jon Kyl	R	AZ	-4.339271	0.208001	-4.082965	-1.098809	-0.493014	1.690764	1.425699	-3.542751	-4.486561	0.937786
1466	John Danforth	R	MO	-2.293855	1.808051	-4.818314	-0.884296	-1.03203	3.101218	0.058027	-3.747163	-4.292712	1.633140
1467	Bill Frist	R	TN	2.047991	-3.066356	4.666649	0.50376	-1.707241	-1.644233	-2.36367	2.509939	4.332257	-2.187772
1468	George Allen	R	VA	-0.934568	2.821950	-2.165152	-1.452238	-1.589714	2.064654	1.972288	-1.485338	-5.286324	-1.448729
1469	Robert Torricelli	D	NJ	-2.102514	3.643858	-2.534487	1.695539	2.34086	0.576516	-0.24976	-3.246292	-1.689341	-2.682947
1470	Pat Roberts	R	KS	-0.812880	2.288050	-1.18361	0.890299	2.063504	0.765491	-1.094739	-0.617646	-0.119341	-0.473159
1471	Al Franken	D	MN	-1.997339	2.785742	-4.469732	-0.218402	0.262551	2.337733	0.400625	-3.368522	-4.212461	0.235503
1472	William Armstrong	R	CO	-0.265610	0.094547	0.562308	-1.522784	0.442006	-0.146399	0.434974	1.119423	0.234765	1.261483
1473	Timothy Wirth	D	CO	1.851673	3.262773	2.602041	1.583836	4.075971	-6.185828	-4.138947	1.137427	3.596895	-2.243841
