index	name	party	state	Foreign	Education	Individual property	Financial	Military	Law	Health service	Health expenses	Funds	Public transportation
0	Ackerman	D	NY	-4.804399	-2.317344	-3.709479	-2.799244	1.017047	-7.319744	0.625766	-6.540920	-1.084085	-3.414703
1	Alexander	D	AR	-2.483196	1.736470	-2.662876	0.640581	1.855333	-1.531521	-3.519138	-2.760960	1.82691	0.686052
2	Anderson	D	CA	-2.945619	2.078423	-3.00792	-1.528475	-0.03175	-2.997047	1.959159	-1.973086	1.901063	-0.681841
3	Andrews	D	TX	-2.174283	-0.602121	-1.765134	-2.157305	1.174618	0.386348	1.176005	-2.617107	0.530006	1.097693
4	Annunzio	D	IL	-3.350178	-1.519032	-1.914516	-0.038858	-0.117206	-3.045987	-3.80607	-2.165040	1.446767	2.187206
5	Anthony	D	AR	-2.507913	0.289305	-2.037169	0.871496	2.868382	-2.211626	-0.161403	-2.368505	1.878866	0.053634
6	Applegate	D	OH	-2.249425	-3.151677	-1.913673	-1.293356	0.368693	-1.851209	-4.2173	-2.041157	-5.034142	0.586948
7	Archer	R	TX	4.078757	2.490248	5.788544	3.473835	0.000525	1.151257	4.778878	6.127295	-2.921451	-1.399053
8	Armey	R	TX	5.436244	4.139019	6.677769	7.662535	2.369069	2.143659	5.537242	8.147869	-3.124334	0.655340
9	Aspin	D	WI	-2.618707	1.651475	-3.03558	-1.85564	3.257219	-0.787581	-2.10054	-4.118999	0.600809	-1.646196
10	Atkins	D	MA	-2.729399	-2.385072	-1.762561	0.328793	-2.994977	-1.984817	-0.117265	-3.794046	0.974274	-4.402606
11	AuCoin	D	OR	-1.598489	-0.566198	-3.547173	-0.107636	-3.427444	-0.981971	-1.250724	-3.664986	1.411403	-0.755156
12	Baker	R	LA	3.824819	1.203634	2.91352	2.855334	5.105295	-1.421845	3.001333	4.991913	-1.238535	1.687746
13	Ballenger	R	NC	4.483420	1.270467	4.306517	3.831296	0.644226	1.031038	3.415947	4.296055	-0.184111	3.119945
14	Barnard	D	GA	-0.947718	0.343732	-0.493597	-0.93184	3.813041	-0.009605	-1.095641	-1.171579	-1.321066	2.922674
15	Bartlett	R	TX	4.897788	1.427825	5.276566	2.301219	1.71135	-0.358946	2.827446	4.052996	-1.835328	-1.408419
16	Barton	R	TX	3.417019	0.454086	4.146596	0.500947	-0.531687	-0.16787	1.498185	4.979870	-3.976961	2.863993
17	Bateman	R	VA	2.626839	7.188980	1.908934	1.771359	7.143816	-1.652743	2.171433	2.615410	0.89381	0.045200
18	Bates	D	CA	-2.073876	-1.949130	-1.418041	-1.661529	-1.234704	3.230005	0.584892	-3.164119	-1.630808	-3.374317
19	Beilenson	D	CA	-2.717374	1.094952	-2.853178	-6.095078	-2.684386	0.006564	0.334051	-3.667762	-0.12468	-9.353876
20	Bennett	D	FL	-1.090559	-2.153116	-0.652431	-0.422946	1.096783	0.125879	-1.544791	-0.769572	-0.0371	0.421219
21	Bentley	R	MD	2.900883	1.134904	1.968304	0.622903	2.339694	1.598816	-0.105718	3.069033	2.410685	-0.733023
22	Bereuter	R	NE	1.973809	4.237880	1.998892	0.776303	1.980453	0.63476	1.477422	1.923913	0.262872	-2.402426
23	Berman	D	CA	-4.374984	-1.422833	-4.860909	-2.075168	0.308581	-4.863959	1.047748	-4.720983	-0.970981	-6.286894
24	Bevill	D	AL	-2.894961	-0.645062	-2.087603	-1.153497	6.147365	-2.172427	-2.166205	-2.228820	0.444076	6.108990
25	Bilbray	D	NV	-1.651083	-0.106823	-2.565097	-1.410834	2.308462	-0.290266	-1.79353	-2.304133	1.630829	2.151674
26	Bilirakis	R	FL	3.300333	1.516197	2.344005	2.305461	1.497794	2.245556	0.990245	3.318815	1.857155	2.998914
27	Bliley	R	VA	3.703042	3.955358	3.276304	2.43004	3.615437	0.126409	4.262407	3.316370	2.003265	1.397288
28	Boehlert	R	NY	1.195381	1.944302	0.950894	1.694632	3.771001	0.169534	3.281769	1.292976	8.847154	-4.988305
29	Boggs	D	LA	-2.784000	0.902686	-4.117185	-0.231791	-0.758723	-1.108938	-0.571835	-1.235370	0.069195	1.060479
30	Bonior	D	MI	-5.191867	-2.307162	-6.105682	-3.438261	-3.346521	-4.007908	-4.454519	-4.397702	-2.320696	0.632772
31	Borski	D	PA	-4.008602	-1.010283	-3.674054	-2.287846	0.580639	-4.993331	-4.27733	-3.875384	-2.876037	0.614177
32	Bosco	D	CA	-3.873150	-1.026427	-1.898046	-0.36765	-0.082379	-1.349802	-0.754366	-2.807226	0.58355	-0.167598
33	Boucher	D	VA	-2.657063	0.625035	-2.246641	-1.913721	0.376228	-2.016702	-1.032266	-2.730711	-0.382808	1.224499
34	Boxer	D	CA	-2.268759	-3.566415	-3.021878	-0.795832	-3.478133	-0.748616	-1.363504	-4.454387	-0.059419	-2.212312
35	Brennan	D	ME	-1.277130	1.220112	-3.306118	-0.029735	-0.233511	0.762764	0.800604	-1.931051	1.725002	-0.018127
36	Brooks	D	TX	-3.380006	1.306799	-3.841186	-3.822108	1.06278	-3.153897	-2.327392	-3.609314	0.732482	2.983755
37	Broomfield	R	MI	2.599976	2.138900	2.555963	1.23988	2.240808	0.109402	2.508032	3.592504	1.368547	-1.037650
38	Browder	D	AL	-2.059862	-0.119070	-1.544301	-1.911732	5.653571	-1.236908	-1.681529	-1.768637	0.760802	7.592563
39	Brown	D	CA	-4.229625	2.281496	-4.311605	-2.263389	-0.167247	-3.037676	-1.862846	-4.832187	-1.582535	-2.572384
40	Brown	R	CO	2.651421	-2.811073	3.354683	2.11884	-1.302545	1.400157	3.446747	5.249206	-0.289953	0.601139
41	Bruce	D	IL	-1.921578	-1.031357	-1.965979	-5.080807	-0.125383	0.29905	-3.856411	-2.065397	1.601902	-0.613773
42	Bryant	D	TX	-3.703455	-2.669829	-2.211603	-2.992047	0.276502	0.06627	-1.632325	-4.015130	-1.695436	-1.380314
43	Buechner	R	MO	2.408388	1.332945	3.350356	0.261577	0.296957	1.414127	2.77252	2.365020	0.759846	-0.083356
44	Bunning	R	KY	4.252388	-1.136624	4.057988	2.266658	0.321233	0.883068	0.93826	4.627670	-0.461564	1.923613
45	Burton	R	IN	6.275786	-1.061450	5.193297	3.720122	-0.695165	1.274952	1.768076	5.784780	-2.041094	5.640514
46	Bustamante	D	TX	-3.651405	-0.390211	-3.526134	-2.134023	2.404301	-1.474103	-1.14028	-4.669742	2.3698	3.188434
47	Byron	D	MD	-1.384013	1.482933	-0.6745	-3.746779	4.028562	-0.145296	-0.292689	-0.930820	-1.335163	4.333710
48	Callahan	R	AL	4.033424	2.907927	2.895294	2.727268	4.627386	-0.416409	0.49255	3.144702	-2.510323	5.191337
49	Campbell	R	CA	4.446569	2.246602	3.634875	2.209559	-4.271377	5.793995	6.319573	4.619754	4.798354	-6.505814
50	Campbell	D	CO	-0.817126	-0.113379	-0.84814	1.410618	3.092543	0.259241	-0.481295	-0.653065	1.604215	0.463223
51	Cardin	D	MD	-4.555778	-0.983094	-3.033103	-1.439251	1.24908	-4.887647	0.137535	-3.734054	0.506715	-4.314323
52	Carper	D	DE	-0.452459	-1.048445	-1.36156	-2.081221	-1.819807	-0.557785	1.594884	-1.114788	0.954585	-1.494730
53	Carr	D	MI	-1.174321	0.636457	-1.407282	-1.80778	1.100307	-0.459356	-2.13682	-1.917636	1.387473	0.542486
54	Chandler	R	WA	2.603677	3.291396	2.641036	1.157528	2.964867	-0.971648	4.761882	1.653489	2.939889	-1.040345
55	Chapman	D	TX	-2.725384	-0.571044	-1.781281	-2.925215	1.931711	-1.452293	-0.894917	-2.714747	-1.365746	3.808129
56	Clarke	D	NC	-1.080161	2.757120	-1.597907	-0.286966	0.676477	-1.288074	1.351361	-2.470407	0.519196	1.823595
57	Clay	D	MO	-6.456715	-2.245810	-5.064852	-3.71047	-3.883732	-1.570415	-2.056316	-3.725272	-1.001881	-2.046480
58	Clement	D	TN	-2.412635	0.491342	-1.990375	-1.888352	4.173228	-2.277743	-1.436115	-2.328301	-0.574698	3.167874
59	Clinger	R	PA	1.672459	4.923772	2.447115	1.633382	5.499177	-0.7819	1.570327	2.577569	0.667046	-1.983944
60	Coble	R	NC	4.290627	-1.758314	4.453433	1.291028	-3.575135	4.280281	2.4101	3.849215	1.205667	4.389312
61	Coleman	R	MO	3.135360	2.465057	1.759122	-1.488418	3.194298	-0.748952	0.555027	2.123881	0.839399	-0.275792
62	Coleman	D	TX	-4.020967	-0.649669	-3.612743	-3.090216	0.38974	-4.121099	-1.359678	-4.789123	-0.566889	1.254088
63	Collins	D	IL	-5.426240	-4.147233	-3.579944	-5.174007	-5.796088	-1.69156	-4.366073	-3.942152	-1.604766	-6.002125
64	Combest	R	TX	4.051361	2.724245	3.943106	2.326472	0.744201	0.461532	0.866595	4.296057	-2.689051	4.645101
65	Condit	D	CA	-1.196677	-3.239112	-0.683938	-1.927312	-1.298568	1.344669	-0.088651	-1.202860	-2.167055	3.180127
66	Conte	R	MA	0.542038	1.094695	0.399583	-1.356734	-3.240785	0.314359	0.826264	-0.236150	0.275782	-3.017590
67	Conyers	D	MI	-6.320353	-5.256101	-6.038394	-5.716403	-7.191697	-0.866249	-3.607913	-4.560161	-4.697853	-6.805839
68	Cooper	D	TN	-1.702788	-1.405432	-1.362312	-1.166822	0.943084	-1.773894	0.69895	-1.872643	-1.622706	-1.726049
69	Costello	D	IL	-2.300404	-3.614009	-2.708131	-2.656152	-1.462549	-1.231425	-5.616935	-2.124262	-2.257252	4.981708
70	Coughlin	R	PA	2.074840	3.270866	1.640019	1.219264	3.741475	0.216116	4.176519	2.957899	1.588551	-3.898584
71	Courter	R	NJ	1.966883	1.571012	2.878008	-2.428073	-1.239394	-0.423364	-0.148731	1.366708	1.057249	0.622091
72	Cox	R	CA	4.081953	-0.785521	4.789911	2.747656	-1.075837	3.000491	3.281025	4.831672	0.950869	-1.003952
73	Coyne	D	PA	-5.565948	-2.221657	-5.147712	-3.282592	-1.750047	-3.799589	-2.897152	-5.532658	0.13469	-3.034832
74	Craig	R	ID	2.789272	1.517141	3.454029	1.653502	-0.283974	-0.408703	2.322242	5.148077	-1.539628	5.314899
75	Crane	R	IL	7.478138	0.704407	5.85247	6.735134	-0.095445	3.977337	4.298208	8.009720	-4.444038	-2.773573
76	Crockett	D	MI	-3.563490	2.842355	-4.789649	-1.817732	-3.039538	1.691144	-0.480964	-3.632689	1.223532	-3.060744
77	Dannemeyer	R	CA	8.317820	-1.899828	6.722693	5.323366	-0.659168	2.360976	2.867345	7.647503	-4.262927	1.149576
78	Darden	D	GA	-2.545372	1.778833	-1.705499	-3.587282	4.316843	-0.913749	-1.320925	-3.377900	-0.192188	3.620757
79	Davis	R	MI	1.336685	2.323258	0.665799	-0.458852	4.096067	-3.799462	-1.410937	1.763897	2.02209	0.617272
80	de la Garza	D	TX	-3.307418	1.433236	-2.357959	-1.534329	3.680065	-4.106029	-2.940074	-2.701399	-1.440419	4.763999
81	DeFazio	D	OR	-2.865482	-3.800099	-2.474175	-4.344324	-6.41405	-0.512886	-3.589081	-3.045064	-1.580057	-1.598821
82	DeLay	R	TX	5.429438	4.560121	6.660156	6.432287	1.957273	-0.138583	6.353174	8.728352	-3.586057	0.919481
83	Dellums	D	CA	-5.713359	-5.357949	-6.096629	-5.091542	-7.374631	-1.861566	-4.726785	-4.281949	-4.051744	-7.957184
84	Derrick	D	SC	-3.058453	0.050799	-2.48604	-3.567066	5.069309	-0.419035	0.63442	-3.142247	2.360311	2.449812
85	DeWine	R	OH	1.886908	2.160868	1.815205	-1.541366	0.117464	1.426339	0.234494	3.343015	-1.733354	-0.830074
86	Dickinson	R	AL	3.613124	1.152243	2.886601	-0.004178	3.903862	0.734145	2.719018	2.636382	1.043071	0.685056
87	Dicks	D	WA	-3.410819	2.105356	-3.803163	-1.370719	3.875256	-4.520389	1.373907	-4.284159	-0.878028	-3.845629
88	Dingell	D	MI	-3.583499	-0.032826	-3.49552	-3.760847	-1.252506	-3.777061	-3.692053	-4.381458	-4.380445	-0.302467
89	Dixon	D	CA	-4.655811	-0.848646	-4.672772	-2.572254	0.113306	-2.955384	0.425541	-4.179477	1.605003	-3.229155
90	Donnelly	D	MA	-3.298115	-2.229761	-2.386723	1.386481	1.950535	-1.170939	-2.901014	-1.665675	0.523846	-0.062809
91	Dorgan	D	ND	-1.250492	-1.464088	-1.908173	-0.67473	-6.472909	2.599652	-1.139577	-1.560068	0.309957	1.743342
92	Dornan	R	CA	4.944265	-0.539362	4.943648	2.509928	-0.991923	0.694056	2.25767	5.936582	0.462025	0.907529
93	Douglas	R	NH	3.684870	-1.941749	4.713569	2.428328	-1.53815	2.804592	2.209984	4.974875	-0.983732	-1.405760
94	Downey	D	NY	-3.682815	-1.171185	-3.314603	-0.895766	0.281175	-1.402432	-0.496781	-3.768826	1.467406	-2.000332
95	Dreier	R	CA	4.134883	3.160929	4.069176	4.711726	2.023938	1.556093	4.514859	4.510024	0.279255	-2.313523
96	Duncan	R	TN	3.964153	-4.597578	3.306514	0.450188	-6.082142	6.969641	0.638263	4.223875	0.256267	3.451763
97	Durbin	D	IL	-3.751725	-3.037301	-2.905613	-2.782365	-2.005159	0.540968	-1.847043	-3.830794	3.136349	-1.229515
98	Dwyer	D	NJ	-3.278334	-1.769258	-4.391045	-0.524789	1.257271	0.251037	-0.209687	-2.708407	2.660263	-1.424347
99	Dymally	D	CA	-5.050888	-1.135504	-5.194393	-0.401424	-4.71971	-0.247746	-3.676316	-4.472097	0.543049	-3.426442
100	Dyson	D	MD	-2.473137	-2.926506	-1.334522	-0.566185	0.774927	2.22039	-1.678063	-1.013928	1.115972	2.584583
101	Early	D	MA	-2.178619	-3.354187	-1.484773	1.425082	0.551858	1.707205	-2.689127	-1.880354	1.478349	-3.021317
102	Eckart	D	OH	-2.914531	-2.537631	-2.010475	-3.074342	0.106999	2.152507	-0.889343	-3.219315	3.276589	-2.549707
103	Edwards	D	CA	-5.605569	-2.944035	-6.703884	-3.025043	-4.803175	-1.451747	-0.284285	-4.215420	-1.108362	-5.318262
104	Edwards	R	OK	3.541670	0.680457	3.392201	-0.210576	3.854136	-1.730897	0.723082	4.361353	-0.340067	2.850647
105	Emerson	R	MO	2.685238	1.372706	2.387911	1.845908	4.050587	0.725018	-0.048212	3.143291	0.84186	4.249237
106	Engel	D	NY	-4.927827	-2.566305	-4.09129	-1.673684	0.609421	-3.701126	-1.806011	-4.605089	-0.827501	-2.207406
107	English	D	OK	-0.972338	0.031489	-1.006707	-1.865663	0.595725	1.814494	-0.925883	-0.857424	-0.637777	4.326981
108	Erdreich	D	AL	-0.693935	-2.176849	-0.956348	-1.993079	3.471877	1.69953	-0.733264	-0.960429	0.432267	1.848461
109	Espy	D	MS	-3.198380	-1.576426	-2.22197	0.819309	1.354266	-2.276705	-1.063826	-2.777961	1.67644	2.581000
110	Evans	D	IL	-3.492671	-3.844477	-4.385562	-2.6821	-1.907201	-1.390531	-3.937508	-4.534525	-0.439878	-0.616554
111	Fascell	D	FL	-2.813281	1.357486	-3.637413	-1.536444	1.933774	-2.622533	1.162172	-4.193125	2.628515	-1.898375
112	Fawell	R	IL	4.099565	1.290138	4.178114	3.298948	0.499154	3.681988	5.856485	3.513205	3.250848	-5.098897
113	Fazio	D	CA	-4.128788	1.483302	-5.543544	-1.517712	2.492793	-3.55594	1.184114	-4.179226	0.236093	-0.860474
114	Feighan	D	OH	-4.483478	-1.022203	-2.794865	-0.313398	0.320287	-0.61126	0.449943	-2.926235	2.13678	-1.178457
115	Fields	R	TX	5.257702	2.938658	4.629515	3.887709	1.886938	0.463335	3.296737	5.675483	-1.894571	1.363137
116	Fish	R	NY	1.170004	-0.030957	0.849569	0.880939	1.439332	-0.669857	2.07404	1.904978	4.352191	-1.516450
117	Flake	D	NY	-3.303139	-1.452290	-3.519852	-2.803131	-0.85456	-2.964711	-3.115911	-3.920869	-0.109555	-2.869448
118	Flippo	D	AL	-2.654727	-1.076746	-1.202859	-0.815072	0.846385	-0.103167	0.012214	-1.810801	0.334077	1.342893
119	Foglietta	D	PA	-4.173968	-2.568617	-6.003768	-3.768879	-1.05634	-3.27898	-3.191104	-5.416155	-0.664262	-3.106268
120	Ford	D	MI	-4.017916	-0.932539	-3.200936	-3.009563	-1.073798	-1.585378	-3.396478	-3.260363	2.602874	-2.272202
121	Ford	D	TN	-2.974569	-0.496592	-2.714786	-2.473992	0.81876	-1.791773	-2.406874	-2.971091	-1.409918	-0.915786
122	Frank	D	MA	-4.385395	-3.984978	-4.951676	-4.45222	-4.598165	-1.596403	-1.557705	-4.141895	-1.172003	-4.138064
123	Frenzel	R	MN	6.058826	-0.618754	5.034446	0.735516	-0.365015	-0.424437	7.037977	3.304807	-2.694847	-2.812227
124	Frost	D	TX	-4.062606	-0.007116	-3.107356	-1.835358	5.395854	-4.676528	-0.257523	-4.512108	-0.315448	2.859912
125	Gallegly	R	CA	3.772601	2.215323	3.348194	3.102213	3.768276	1.313035	1.148253	4.331622	2.802681	1.615704
126	Gallo	R	NJ	2.369762	3.169336	1.838488	1.974801	2.688403	0.078328	4.703178	1.539282	3.372574	-2.699889
127	Gaydos	D	PA	-2.784360	-1.785456	-1.935676	-1.886811	2.075802	-1.729254	-4.60159	-1.207526	-0.504038	1.981650
128	Gejdenson	D	CT	-4.646877	-4.024247	-5.581916	-1.574995	-0.810149	-2.512306	-2.053847	-5.506047	1.583263	-0.759768
129	Gekas	R	PA	5.157461	1.727275	3.858503	3.923998	2.235004	1.551429	5.284422	4.489048	3.36764	1.223133
130	Gephardt	D	MO	-5.320001	-1.338799	-4.509587	-3.621416	1.403872	-4.523275	-2.647884	-5.551815	0.034701	0.973182
131	Geren	D	TX	-1.113351	1.337904	-0.556375	-1.842407	3.198543	0.397442	1.746584	-1.259443	-0.830101	8.492129
132	Gibbons	D	FL	-4.949847	0.947149	-2.696143	-3.165628	-1.260442	-1.662976	0.536308	-3.869348	-3.231587	-1.446697
133	Gillmor	R	OH	2.626995	2.678427	2.192528	2.378991	2.853668	0.09549	1.214589	2.829254	3.429423	-0.045374
134	Gilman	R	NY	1.097016	-0.416389	0.708878	1.158139	1.771229	0.808629	2.313558	1.296449	10.977559	-2.870007
135	Gingrich	R	GA	3.671529	2.754582	3.039211	2.552901	3.204147	-0.412834	3.014793	3.871112	1.498006	0.426911
136	Glickman	D	KS	-1.510310	0.134226	-1.517551	-2.96515	-0.840186	3.309685	-0.431092	-3.330572	0.353519	0.115597
137	Gonzalez	D	TX	-3.989447	-1.761180	-3.344639	-1.506706	0.917249	-4.154306	-1.347967	-3.672475	-1.644797	-1.849104
138	Goodling	R	PA	2.789873	0.294508	2.60232	1.008217	0.933911	0.839309	1.53793	3.103283	1.610916	4.137275
139	Gordon	D	TN	-2.166313	-0.599588	-1.733588	-1.243522	2.985882	-1.751736	-0.984159	-1.962691	-0.151411	3.025230
140	Goss	R	FL	4.683919	1.406156	4.207022	3.792028	1.869552	2.102651	3.164199	4.078970	1.6693	-2.566972
141	Gradison	R	OH	3.705002	5.709671	2.886477	1.361958	-1.845136	-0.725524	3.709174	1.827099	0.854916	-0.847090
142	Grandy	R	IA	2.653739	3.395882	2.458593	0.501252	-0.055324	-0.398312	3.141889	3.274428	0.306806	-1.079712
143	Grant	R	FL	2.825270	1.748141	1.059009	-1.846122	1.066201	2.446892	-0.794146	1.981247	-0.664977	1.791644
144	Gray	D	PA	-3.892341	0.421608	-4.26454	-3.199948	-0.999309	-0.748704	0.032575	-5.554755	2.766168	-0.014775
145	Green	R	NY	0.694854	2.011376	0.709907	-0.712148	-1.138939	-0.856515	3.495263	0.485332	3.099262	-6.652462
146	Guarini	D	NJ	-2.577758	1.059255	-1.067548	-1.428349	-1.145283	0.791007	-0.669094	-2.941993	0.59712	-0.576275
147	Gunderson	R	WI	2.070467	1.474346	1.932679	0.105192	0.191078	1.566449	0.936342	2.152120	3.303292	0.763020
148	Hall	D	OH	-2.323932	-0.109584	-2.960489	-1.478165	0.683518	-3.279207	-2.529387	-2.267333	-1.161192	1.083449
149	Hall	D	TX	-0.390020	0.284564	-0.012962	-0.850787	2.269296	-0.72487	-0.286353	-0.051569	-5.973539	11.883967
150	Hamilton	D	IN	-1.461217	2.555814	-1.826005	-2.313639	0.094195	-2.194943	-0.688628	-2.295458	-0.884738	1.457490
151	Hammerschmidt	R	AR	1.972158	3.370468	1.752202	0.122845	2.71311	-0.685747	-0.446632	5.663951	-2.695591	1.854387
152	Hancock	R	MO	8.879381	-2.116552	5.099691	3.449246	-0.997508	4.354307	3.741851	8.607543	-6.853191	-0.054789
153	Hansen	R	UT	4.155441	3.428187	4.131699	3.104247	0.611996	-0.27555	1.567374	5.193199	0.093522	3.232077
154	Harris	D	AL	-1.054569	0.195596	-1.374198	-1.603896	5.847646	0.475247	-1.76271	-1.911271	-0.453473	3.726661
155	Hastert	R	IL	3.711673	3.734784	4.413592	4.248374	3.229635	1.217919	3.409548	4.674470	3.209251	1.264214
156	Hatcher	D	GA	-2.738075	-0.225270	-1.643582	-0.475856	4.713788	-3.300603	-0.225614	-2.014524	1.695201	1.001221
157	Hawkins	D	CA	-2.667314	-0.891748	-4.299828	-0.880304	-1.52018	-0.85986	0.004568	-4.457324	1.405155	0.385481
158	Hayes	D	IL	-4.181339	-5.375830	-5.167929	-3.038978	-5.867357	1.483421	-5.162842	-5.238889	-0.034674	-4.854355
159	Hayes	D	LA	-1.513246	-0.658328	-0.469012	-2.105068	3.024489	-1.328659	-1.77054	-0.616204	-2.169493	6.779103
160	Hefley	R	CO	3.852525	-2.713510	3.187544	0.30089	-3.349564	4.599439	-0.239978	3.920162	-2.160616	2.042479
161	Hefner	D	NC	-2.856317	-1.568437	-2.430622	-3.155339	1.418308	-1.066354	-2.397884	-3.395895	0.298281	4.098200
162	Henry	R	MI	2.827017	-0.581789	1.914201	-1.426721	-1.168887	4.02074	0.249612	2.385644	-2.775944	-4.092980
163	Herger	R	CA	5.983202	0.886537	4.533744	3.432767	0.795986	3.616103	2.677931	5.801457	0.506815	1.145821
164	Hertel	D	MI	-2.535695	-2.330715	-3.004695	-1.20963	-1.526693	0.219738	-4.282401	-3.561592	1.676009	-3.884469
165	Hiler	R	IN	3.257481	2.935284	2.147282	-1.699453	0.843228	0.884684	-1.845962	3.702333	-0.69897	-0.475083
166	Hoagland	D	NE	-2.731446	1.218224	-2.13715	-2.346108	1.395343	-0.458212	0.91445	-3.363342	1.61039	0.996778
167	Hochbrueckner	D	NY	-3.255271	-1.778191	-4.063466	-0.799914	2.201811	-2.104706	-2.525296	-3.650910	2.108861	2.311569
168	Holloway	R	LA	3.845295	0.393651	3.894585	4.52455	1.936768	0.297284	-0.70455	5.747269	-2.012801	3.561704
169	Hopkins	R	KY	3.410762	-0.313036	4.513537	-0.676468	2.233457	1.867973	1.323184	4.501177	1.480619	1.118076
170	Horton	R	NY	0.822661	2.091090	0.301736	0.616502	2.583224	-1.815723	1.421246	0.646730	4.382804	-1.474864
171	Houghton	R	NY	1.983607	6.733870	1.920418	1.153048	2.695035	0.599684	4.530076	1.674228	5.680738	-2.936683
172	Hoyer	D	MD	-5.046007	-0.842838	-3.762939	-2.010226	4.020812	-7.798112	0.550109	-5.601521	-1.311015	-0.944505
173	Hubbard	D	KY	-0.647947	-1.193448	-0.518032	0.137874	2.011841	3.294863	-0.005	-0.883477	-1.869995	1.671415
174	Huckaby	D	LA	-0.935095	0.512976	-0.503596	-2.029011	3.284393	-0.481776	-1.316121	-1.042744	-1.307801	3.596321
175	Hughes	D	NJ	-1.041210	-1.090771	-1.460881	-1.534414	-3.171073	2.070388	-0.699025	-1.450738	0.589368	-3.212877
176	Hunter	R	CA	4.450575	-0.052126	3.857667	3.278315	-0.499008	1.307866	0.66497	4.974811	1.179757	6.307543
177	Hutto	D	FL	-0.983060	0.557752	-0.259332	-2.892859	4.611674	0.101594	-0.63334	-0.569420	-4.150722	6.656288
178	Hyde	R	IL	3.755634	1.918331	2.288553	2.97027	2.443309	-0.040742	2.597503	4.369702	2.447562	-1.810641
179	Inhofe	R	OK	3.990281	0.832621	3.780529	2.865612	1.757159	0.903656	1.511835	4.250657	-0.900575	1.854318
180	Ireland	R	FL	4.440754	4.301483	3.444811	1.441937	-0.428494	-0.113214	2.365193	4.074329	0.934494	1.935414
181	Jacobs	D	IN	-0.799183	-4.103566	-0.427341	-0.694293	-4.85323	6.538571	-0.037894	-0.661923	-1.328232	-2.918006
182	James	R	FL	3.115972	-0.400060	2.827242	1.613002	1.16833	3.151953	1.016242	3.614068	0.575786	-0.279382
183	Jenkins	D	GA	-2.764725	-0.132577	-0.87037	0.356379	2.405133	-0.000285	0.201438	-2.267975	1.829042	2.925231
184	Johnson	R	CT	1.188067	2.929024	1.664478	1.395271	3.223823	1.522545	5.562654	1.444825	4.65058	-7.014560
185	Johnson	D	SD	-2.495781	0.592933	-2.229723	-2.101909	-0.682185	1.505536	-1.292118	-3.120959	-0.192429	3.090114
186	Johnston	D	FL	-4.779403	-0.588750	-2.388454	-5.664217	-2.344068	-0.877515	0.403227	-4.091701	-1.251876	-5.791592
187	Jones	D	GA	-2.055188	-0.427162	-0.967708	-0.50046	3.122971	-0.828757	-1.249141	-2.963147	1.91335	-2.263797
188	Jones	D	NC	-4.209348	-0.157017	-3.429138	-0.690683	2.621513	-2.032953	-0.690181	-2.021896	1.527534	0.144907
189	Jontz	D	IN	-1.928829	-1.158714	-3.727494	-2.399513	-2.324513	2.937255	-5.094642	-3.014406	-0.795519	-0.032775
190	Kanjorski	D	PA	-3.051761	-0.406632	-2.738417	-1.771189	-1.314666	-2.914229	-4.609361	-2.709667	-3.14223	1.535608
191	Kaptur	D	OH	-2.821970	-3.283994	-3.191424	-2.753236	-1.794873	-1.276215	-3.859583	-2.852878	-1.335452	1.039273
192	Kasich	R	OH	3.904721	-0.666317	2.839813	1.886894	1.026702	1.210863	2.706124	3.451081	1.973839	0.230841
193	Kastenmeier	D	WI	-2.038840	-3.186963	-3.628353	-2.834721	-3.416278	1.787608	-0.804439	-4.938625	-0.612734	-3.855040
194	Kennedy	D	MA	-3.439796	-3.126329	-3.557326	-2.436432	-1.443521	-2.092605	-1.295561	-4.335703	1.127981	-3.898942
195	Kennelly	D	CT	-3.661810	0.124774	-3.886457	-1.570609	1.035086	-2.295503	1.14319	-4.080909	2.455291	-1.156503
196	Kildee	D	MI	-3.857354	-2.198263	-3.304329	-2.13235	-0.455748	-3.653086	-5.146303	-3.336032	-3.008232	1.971633
197	Kleczka	D	WI	-2.886316	-2.432450	-2.541332	-3.065187	-1.64331	-0.902468	-3.204317	-3.132953	-1.523708	-1.608088
198	Kolbe	R	AZ	3.849775	5.972898	3.882253	1.144372	1.690224	1.174292	8.406898	2.744001	4.089865	-3.175824
199	Kolter	D	PA	-2.626625	-2.212401	-1.974435	-1.930761	1.250759	-1.996258	-4.642636	-2.147144	-0.967233	1.085407
200	Kostmayer	D	PA	-3.226008	-1.939511	-2.627061	-0.961283	-2.088869	-1.720352	0.773547	-5.148028	0.577568	-1.786920
201	Kyl	R	AZ	5.292082	0.604026	4.594058	3.541904	1.621862	1.013545	4.63144	5.132348	2.166501	-0.634112
202	LaFalce	D	NY	-3.938677	0.036940	-3.301918	-3.173081	-0.208853	-5.357812	-4.946229	-3.490237	-5.443813	-1.611960
203	Lagomarsino	R	CA	4.515698	1.845912	4.49623	1.530812	2.677504	-0.592055	1.257032	3.546320	0.868091	-0.466240
204	Lancaster	D	NC	-1.316242	1.995974	-1.273448	-1.466558	3.578388	0.201328	-0.640724	-1.766567	1.316802	2.352426
205	Lantos	D	CA	-4.450165	-3.284858	-3.565338	-3.200455	0.170165	-4.051188	-1.654572	-4.451383	-0.048338	-0.105887
